city,ibge_id,date,qty_cases,qty_new_cases,cumm_qty_new_cases_14d,category
ANANINDEUA-PA,1500800,2020-03-25,2,2,2,real
ANANINDEUA-PA,1500800,2020-03-26,4,2,4,real
ANANINDEUA-PA,1500800,2020-03-27,4,0,4,real
ANANINDEUA-PA,1500800,2020-03-28,4,0,4,real
ANANINDEUA-PA,1500800,2020-03-29,4,0,4,real
ANANINDEUA-PA,1500800,2020-03-30,5,1,5,real
ANANINDEUA-PA,1500800,2020-03-31,6,1,6,real
ANANINDEUA-PA,1500800,2020-04-01,7,1,7,real
ANANINDEUA-PA,1500800,2020-04-02,8,1,8,real
ANANINDEUA-PA,1500800,2020-04-03,9,1,9,real
ANANINDEUA-PA,1500800,2020-04-04,10,1,10,real
ANANINDEUA-PA,1500800,2020-04-05,10,0,10,real
ANANINDEUA-PA,1500800,2020-04-06,14,4,14,real
ANANINDEUA-PA,1500800,2020-04-07,16,2,16,real
ANANINDEUA-PA,1500800,2020-04-08,16,0,14,real
ANANINDEUA-PA,1500800,2020-04-09,16,0,12,real
ANANINDEUA-PA,1500800,2020-04-10,21,5,17,real
ANANINDEUA-PA,1500800,2020-04-11,25,4,21,real
ANANINDEUA-PA,1500800,2020-04-12,26,1,22,real
ANANINDEUA-PA,1500800,2020-04-13,28,2,23,real
ANANINDEUA-PA,1500800,2020-04-14,33,5,27,real
ANANINDEUA-PA,1500800,2020-04-15,45,12,38,real
ANANINDEUA-PA,1500800,2020-04-16,50,5,42,real
ANANINDEUA-PA,1500800,2020-04-17,67,17,58,real
ANANINDEUA-PA,1500800,2020-04-18,68,1,58,real
ANANINDEUA-PA,1500800,2020-04-19,74,6,64,real
ANANINDEUA-PA,1500800,2020-04-20,88,14,74,real
ANANINDEUA-PA,1500800,2020-04-21,111,23,95,real
ANANINDEUA-PA,1500800,2020-04-22,120,9,104,real
ANANINDEUA-PA,1500800,2020-04-23,125,5,109,real
ANANINDEUA-PA,1500800,2020-04-24,164,39,143,real
ANANINDEUA-PA,1500800,2020-04-25,172,8,147,real
ANANINDEUA-PA,1500800,2020-04-26,216,44,190,real
ANANINDEUA-PA,1500800,2020-04-27,237,21,209,real
ANANINDEUA-PA,1500800,2020-04-28,240,3,207,real
ANANINDEUA-PA,1500800,2020-04-29,260,20,215,real
ANANINDEUA-PA,1500800,2020-04-30,306,46,256,real
ANANINDEUA-PA,1500800,2020-05-01,384,78,317,real
ANANINDEUA-PA,1500800,2020-05-02,403,19,335,real
ANANINDEUA-PA,1500800,2020-05-03,410,7,336,real
ANANINDEUA-PA,1500800,2020-05-04,431,21,343,real
ANANINDEUA-PA,1500800,2020-05-05,486,55,375,real
ANANINDEUA-PA,1500800,2020-05-06,515,29,395,prediction
ANANINDEUA-PA,1500800,2020-05-07,547,32,422,prediction
ANANINDEUA-PA,1500800,2020-05-08,588,41,424,prediction
ANANINDEUA-PA,1500800,2020-05-09,635,47,463,prediction
ANANINDEUA-PA,1500800,2020-05-10,678,43,462,prediction
ANANINDEUA-PA,1500800,2020-05-11,726,48,489,prediction
ANANINDEUA-PA,1500800,2020-05-12,776,50,536,prediction
ANANINDEUA-PA,1500800,2020-05-13,828,52,568,prediction
ANANINDEUA-PA,1500800,2020-05-14,881,53,575,prediction
ANANINDEUA-PA,1500800,2020-05-15,936,55,552,prediction
ANANINDEUA-PA,1500800,2020-05-16,993,57,590,prediction
ANANINDEUA-PA,1500800,2020-05-17,1051,58,641,prediction
ANANINDEUA-PA,1500800,2020-05-18,1111,60,680,prediction
ANANINDEUA-PA,1500800,2020-05-19,1172,61,686,prediction
ANANINDEUA-PA,1500800,2020-05-20,1234,62,719,prediction
ANANINDEUA-PA,1500800,2020-05-21,1297,63,750,prediction
ANANINDEUA-PA,1500800,2020-05-22,1361,64,773,prediction
ANANINDEUA-PA,1500800,2020-05-23,1426,65,791,prediction
ANANINDEUA-PA,1500800,2020-05-24,1491,65,813,prediction
ANANINDEUA-PA,1500800,2020-05-25,1556,65,830,prediction
ANANINDEUA-PA,1500800,2020-05-26,1621,65,845,prediction
ANANINDEUA-PA,1500800,2020-05-27,1686,65,858,prediction
ANANINDEUA-PA,1500800,2020-05-28,1751,65,870,prediction
ANANINDEUA-PA,1500800,2020-05-29,1815,64,879,prediction
ANANINDEUA-PA,1500800,2020-05-30,1878,63,885,prediction
ANANINDEUA-PA,1500800,2020-05-31,1940,62,889,prediction
ANANINDEUA-PA,1500800,2020-06-01,2001,61,890,prediction
ANANINDEUA-PA,1500800,2020-06-02,2060,59,888,prediction
ANANINDEUA-PA,1500800,2020-06-03,2117,57,883,prediction
ANANINDEUA-PA,1500800,2020-06-04,2172,55,875,prediction
ANANINDEUA-PA,1500800,2020-06-05,2225,53,864,prediction
ANANINDEUA-PA,1500800,2020-06-06,2275,50,849,prediction
ANANINDEUA-PA,1500800,2020-06-07,2322,47,831,prediction
ANANINDEUA-PA,1500800,2020-06-08,2366,44,810,prediction
ANANINDEUA-PA,1500800,2020-06-09,2407,41,786,prediction
ANANINDEUA-PA,1500800,2020-06-10,2444,37,758,prediction
ANANINDEUA-PA,1500800,2020-06-11,2478,34,727,prediction
ANANINDEUA-PA,1500800,2020-06-12,2508,30,693,prediction
ANANINDEUA-PA,1500800,2020-06-13,2534,26,656,prediction
ANANINDEUA-PA,1500800,2020-06-14,2556,22,616,prediction
ANANINDEUA-PA,1500800,2020-06-15,2574,18,573,prediction
ANANINDEUA-PA,1500800,2020-06-16,2588,14,528,prediction
ANANINDEUA-PA,1500800,2020-06-17,2597,9,480,prediction
ANANINDEUA-PA,1500800,2020-06-18,2602,5,430,prediction
ANANINDEUA-PA,1500800,2020-06-19,2607,5,382,prediction
ANANINDEUA-PA,1500800,2020-06-20,2612,5,337,prediction
ANANINDEUA-PA,1500800,2020-06-21,2617,5,295,prediction
ANANINDEUA-PA,1500800,2020-06-22,2622,5,256,prediction
ANANINDEUA-PA,1500800,2020-06-23,2627,5,220,prediction
ANANINDEUA-PA,1500800,2020-06-24,2632,5,188,prediction
ARACAJU-SE,2800308,2020-03-14,1,1,1,real
ARACAJU-SE,2800308,2020-03-15,1,0,1,real
ARACAJU-SE,2800308,2020-03-16,5,4,5,real
ARACAJU-SE,2800308,2020-03-17,5,0,5,real
ARACAJU-SE,2800308,2020-03-18,5,0,5,real
ARACAJU-SE,2800308,2020-03-19,5,0,5,real
ARACAJU-SE,2800308,2020-03-20,5,0,5,real
ARACAJU-SE,2800308,2020-03-21,7,2,7,real
ARACAJU-SE,2800308,2020-03-22,7,0,7,real
ARACAJU-SE,2800308,2020-03-23,7,0,7,real
ARACAJU-SE,2800308,2020-03-24,12,5,12,real
ARACAJU-SE,2800308,2020-03-25,13,1,13,real
ARACAJU-SE,2800308,2020-03-26,13,0,13,real
ARACAJU-SE,2800308,2020-03-27,13,0,13,real
ARACAJU-SE,2800308,2020-03-28,13,0,12,real
ARACAJU-SE,2800308,2020-03-29,13,0,12,real
ARACAJU-SE,2800308,2020-03-30,15,2,10,real
ARACAJU-SE,2800308,2020-03-31,17,2,12,real
ARACAJU-SE,2800308,2020-04-01,19,2,14,real
ARACAJU-SE,2800308,2020-04-02,20,1,15,real
ARACAJU-SE,2800308,2020-04-03,23,3,18,real
ARACAJU-SE,2800308,2020-04-04,27,4,20,real
ARACAJU-SE,2800308,2020-04-05,27,0,20,real
ARACAJU-SE,2800308,2020-04-06,27,0,20,real
ARACAJU-SE,2800308,2020-04-07,30,3,18,real
ARACAJU-SE,2800308,2020-04-08,32,2,19,real
ARACAJU-SE,2800308,2020-04-09,32,0,19,real
ARACAJU-SE,2800308,2020-04-10,33,1,20,real
ARACAJU-SE,2800308,2020-04-11,35,2,22,real
ARACAJU-SE,2800308,2020-04-12,35,0,22,real
ARACAJU-SE,2800308,2020-04-13,36,1,21,real
ARACAJU-SE,2800308,2020-04-14,37,1,20,real
ARACAJU-SE,2800308,2020-04-15,37,0,18,real
ARACAJU-SE,2800308,2020-04-16,40,3,20,real
ARACAJU-SE,2800308,2020-04-17,44,4,21,real
ARACAJU-SE,2800308,2020-04-18,52,8,25,real
ARACAJU-SE,2800308,2020-04-19,59,7,32,real
ARACAJU-SE,2800308,2020-04-20,60,1,33,real
ARACAJU-SE,2800308,2020-04-21,74,14,44,real
ARACAJU-SE,2800308,2020-04-22,74,0,42,real
ARACAJU-SE,2800308,2020-04-23,86,12,54,real
ARACAJU-SE,2800308,2020-04-24,95,9,62,real
ARACAJU-SE,2800308,2020-04-25,99,4,64,real
ARACAJU-SE,2800308,2020-04-26,115,16,80,real
ARACAJU-SE,2800308,2020-04-27,138,23,102,real
ARACAJU-SE,2800308,2020-04-28,189,51,152,real
ARACAJU-SE,2800308,2020-04-29,189,0,152,real
ARACAJU-SE,2800308,2020-04-30,297,108,257,real
ARACAJU-SE,2800308,2020-05-01,339,42,295,real
ARACAJU-SE,2800308,2020-05-02,386,47,334,real
ARACAJU-SE,2800308,2020-05-03,467,81,408,real
ARACAJU-SE,2800308,2020-05-04,503,36,443,real
ARACAJU-SE,2800308,2020-05-05,599,96,525,real
ARACAJU-SE,2800308,2020-05-06,658,59,584,prediction
ARACAJU-SE,2800308,2020-05-07,723,65,637,prediction
ARACAJU-SE,2800308,2020-05-08,795,72,700,prediction
ARACAJU-SE,2800308,2020-05-09,874,79,775,prediction
ARACAJU-SE,2800308,2020-05-10,956,82,841,prediction
ARACAJU-SE,2800308,2020-05-11,1045,89,907,prediction
ARACAJU-SE,2800308,2020-05-12,1141,96,952,prediction
ARACAJU-SE,2800308,2020-05-13,1243,102,1054,prediction
ARACAJU-SE,2800308,2020-05-14,1351,108,1054,prediction
ARACAJU-SE,2800308,2020-05-15,1467,116,1128,prediction
ARACAJU-SE,2800308,2020-05-16,1590,123,1204,prediction
ARACAJU-SE,2800308,2020-05-17,1720,130,1253,prediction
ARACAJU-SE,2800308,2020-05-18,1858,138,1355,prediction
ARACAJU-SE,2800308,2020-05-19,2004,146,1405,prediction
ARACAJU-SE,2800308,2020-05-20,2157,153,1499,prediction
ARACAJU-SE,2800308,2020-05-21,2318,161,1595,prediction
ARACAJU-SE,2800308,2020-05-22,2487,169,1692,prediction
ARACAJU-SE,2800308,2020-05-23,2664,177,1790,prediction
ARACAJU-SE,2800308,2020-05-24,2849,185,1893,prediction
ARACAJU-SE,2800308,2020-05-25,3042,193,1997,prediction
ARACAJU-SE,2800308,2020-05-26,3242,200,2101,prediction
ARACAJU-SE,2800308,2020-05-27,3450,208,2207,prediction
ARACAJU-SE,2800308,2020-05-28,3665,215,2314,prediction
ARACAJU-SE,2800308,2020-05-29,3887,222,2420,prediction
ARACAJU-SE,2800308,2020-05-30,4116,229,2526,prediction
ARACAJU-SE,2800308,2020-05-31,4351,235,2631,prediction
ARACAJU-SE,2800308,2020-06-01,4592,241,2734,prediction
ARACAJU-SE,2800308,2020-06-02,4838,246,2834,prediction
ARACAJU-SE,2800308,2020-06-03,5089,251,2932,prediction
ARACAJU-SE,2800308,2020-06-04,5344,255,3026,prediction
ARACAJU-SE,2800308,2020-06-05,5603,259,3116,prediction
ARACAJU-SE,2800308,2020-06-06,5865,262,3201,prediction
ARACAJU-SE,2800308,2020-06-07,6129,264,3280,prediction
ARACAJU-SE,2800308,2020-06-08,6394,265,3352,prediction
ARACAJU-SE,2800308,2020-06-09,6660,266,3418,prediction
ARACAJU-SE,2800308,2020-06-10,6926,266,3476,prediction
ARACAJU-SE,2800308,2020-06-11,7191,265,3526,prediction
ARACAJU-SE,2800308,2020-06-12,7454,263,3567,prediction
ARACAJU-SE,2800308,2020-06-13,7714,260,3598,prediction
ARACAJU-SE,2800308,2020-06-14,7970,256,3619,prediction
ARACAJU-SE,2800308,2020-06-15,8221,251,3629,prediction
ARACAJU-SE,2800308,2020-06-16,8466,245,3628,prediction
ARACAJU-SE,2800308,2020-06-17,8704,238,3615,prediction
ARACAJU-SE,2800308,2020-06-18,8934,230,3590,prediction
ARACAJU-SE,2800308,2020-06-19,9155,221,3552,prediction
ARACAJU-SE,2800308,2020-06-20,9367,212,3502,prediction
ARACAJU-SE,2800308,2020-06-21,9568,201,3439,prediction
ARACAJU-SE,2800308,2020-06-22,9757,189,3363,prediction
ARACAJU-SE,2800308,2020-06-23,9934,177,3274,prediction
ARACAJU-SE,2800308,2020-06-24,10098,164,3172,prediction
ARAGUAINA-TO,1702109,2020-03-27,1,1,1,real
ARAGUAINA-TO,1702109,2020-03-28,1,0,1,real
ARAGUAINA-TO,1702109,2020-03-29,1,0,1,real
ARAGUAINA-TO,1702109,2020-03-30,2,1,2,real
ARAGUAINA-TO,1702109,2020-03-31,3,1,3,real
ARAGUAINA-TO,1702109,2020-04-01,3,0,3,real
ARAGUAINA-TO,1702109,2020-04-02,3,0,3,real
ARAGUAINA-TO,1702109,2020-04-03,3,0,3,real
ARAGUAINA-TO,1702109,2020-04-04,4,1,4,real
ARAGUAINA-TO,1702109,2020-04-05,4,0,4,real
ARAGUAINA-TO,1702109,2020-04-06,5,1,5,real
ARAGUAINA-TO,1702109,2020-04-07,5,0,5,real
ARAGUAINA-TO,1702109,2020-04-08,6,1,6,real
ARAGUAINA-TO,1702109,2020-04-09,6,0,6,real
ARAGUAINA-TO,1702109,2020-04-10,6,0,5,real
ARAGUAINA-TO,1702109,2020-04-11,6,0,5,real
ARAGUAINA-TO,1702109,2020-04-12,6,0,5,real
ARAGUAINA-TO,1702109,2020-04-13,6,0,4,real
ARAGUAINA-TO,1702109,2020-04-14,6,0,3,real
ARAGUAINA-TO,1702109,2020-04-15,5,-1,2,real
ARAGUAINA-TO,1702109,2020-04-16,5,0,2,real
ARAGUAINA-TO,1702109,2020-04-17,5,0,2,real
ARAGUAINA-TO,1702109,2020-04-18,5,0,1,real
ARAGUAINA-TO,1702109,2020-04-19,5,0,1,real
ARAGUAINA-TO,1702109,2020-04-20,5,0,0,real
ARAGUAINA-TO,1702109,2020-04-21,6,1,1,real
ARAGUAINA-TO,1702109,2020-04-22,7,1,1,real
ARAGUAINA-TO,1702109,2020-04-23,9,2,3,real
ARAGUAINA-TO,1702109,2020-04-24,14,5,8,real
ARAGUAINA-TO,1702109,2020-04-25,20,6,14,real
ARAGUAINA-TO,1702109,2020-04-26,24,4,18,real
ARAGUAINA-TO,1702109,2020-04-27,29,5,23,real
ARAGUAINA-TO,1702109,2020-04-28,46,17,40,real
ARAGUAINA-TO,1702109,2020-04-29,55,9,50,real
ARAGUAINA-TO,1702109,2020-04-30,62,7,57,real
ARAGUAINA-TO,1702109,2020-05-01,75,13,70,real
ARAGUAINA-TO,1702109,2020-05-02,98,23,93,real
ARAGUAINA-TO,1702109,2020-05-03,104,6,99,real
ARAGUAINA-TO,1702109,2020-05-04,117,13,112,real
ARAGUAINA-TO,1702109,2020-05-05,128,11,122,prediction
ARAGUAINA-TO,1702109,2020-05-06,140,12,133,prediction
ARAGUAINA-TO,1702109,2020-05-07,153,13,144,prediction
ARAGUAINA-TO,1702109,2020-05-08,168,15,154,prediction
ARAGUAINA-TO,1702109,2020-05-09,183,15,163,prediction
ARAGUAINA-TO,1702109,2020-05-10,200,17,176,prediction
ARAGUAINA-TO,1702109,2020-05-11,218,18,189,prediction
ARAGUAINA-TO,1702109,2020-05-12,238,20,192,prediction
ARAGUAINA-TO,1702109,2020-05-13,258,20,203,prediction
ARAGUAINA-TO,1702109,2020-05-14,280,22,218,prediction
ARAGUAINA-TO,1702109,2020-05-15,303,23,228,prediction
ARAGUAINA-TO,1702109,2020-05-16,327,24,229,prediction
ARAGUAINA-TO,1702109,2020-05-17,352,25,248,prediction
ARAGUAINA-TO,1702109,2020-05-18,378,26,261,prediction
ARAGUAINA-TO,1702109,2020-05-19,405,27,277,prediction
ARAGUAINA-TO,1702109,2020-05-20,433,28,293,prediction
ARAGUAINA-TO,1702109,2020-05-21,462,29,309,prediction
ARAGUAINA-TO,1702109,2020-05-22,492,30,324,prediction
ARAGUAINA-TO,1702109,2020-05-23,523,31,340,prediction
ARAGUAINA-TO,1702109,2020-05-24,555,32,355,prediction
ARAGUAINA-TO,1702109,2020-05-25,588,33,370,prediction
ARAGUAINA-TO,1702109,2020-05-26,622,34,384,prediction
ARAGUAINA-TO,1702109,2020-05-27,656,34,398,prediction
ARAGUAINA-TO,1702109,2020-05-28,691,35,411,prediction
ARAGUAINA-TO,1702109,2020-05-29,727,36,424,prediction
ARAGUAINA-TO,1702109,2020-05-30,763,36,436,prediction
ARAGUAINA-TO,1702109,2020-05-31,799,36,447,prediction
ARAGUAINA-TO,1702109,2020-06-01,836,37,458,prediction
ARAGUAINA-TO,1702109,2020-06-02,873,37,468,prediction
ARAGUAINA-TO,1702109,2020-06-03,910,37,477,prediction
ARAGUAINA-TO,1702109,2020-06-04,947,37,485,prediction
ARAGUAINA-TO,1702109,2020-06-05,984,37,492,prediction
ARAGUAINA-TO,1702109,2020-06-06,1020,36,497,prediction
ARAGUAINA-TO,1702109,2020-06-07,1056,36,501,prediction
ARAGUAINA-TO,1702109,2020-06-08,1091,35,503,prediction
ARAGUAINA-TO,1702109,2020-06-09,1125,34,503,prediction
ARAGUAINA-TO,1702109,2020-06-10,1158,33,502,prediction
ARAGUAINA-TO,1702109,2020-06-11,1190,32,499,prediction
ARAGUAINA-TO,1702109,2020-06-12,1221,31,494,prediction
ARAGUAINA-TO,1702109,2020-06-13,1250,29,487,prediction
ARAGUAINA-TO,1702109,2020-06-14,1278,28,479,prediction
ARAGUAINA-TO,1702109,2020-06-15,1304,26,468,prediction
ARAGUAINA-TO,1702109,2020-06-16,1328,24,455,prediction
ARAGUAINA-TO,1702109,2020-06-17,1350,22,440,prediction
ARAGUAINA-TO,1702109,2020-06-18,1370,20,423,prediction
ARAGUAINA-TO,1702109,2020-06-19,1388,18,404,prediction
ARAGUAINA-TO,1702109,2020-06-20,1404,16,384,prediction
ARAGUAINA-TO,1702109,2020-06-21,1417,13,361,prediction
ARAGUAINA-TO,1702109,2020-06-22,1428,11,337,prediction
ARAGUAINA-TO,1702109,2020-06-23,1437,9,312,prediction
ARAGUAINA-TO,1702109,2020-06-24,1443,6,285,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-03-18,2,2,2,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-19,4,2,4,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-20,4,0,4,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-21,6,2,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-22,6,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-23,6,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-24,6,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-25,7,1,7,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-26,8,1,8,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-27,9,1,9,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-28,9,0,9,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-29,9,0,9,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-30,9,0,9,real
BALNEARIO CAMBORIU-SC,4202008,2020-03-31,9,0,9,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-01,10,1,8,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-02,10,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-03,10,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-04,12,2,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-05,12,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-06,12,0,6,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-07,16,4,10,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-08,24,8,17,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-09,48,24,40,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-10,51,3,42,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-11,52,1,43,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-12,56,4,47,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-13,57,1,48,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-14,57,0,48,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-15,57,0,47,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-16,57,0,47,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-17,58,1,48,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-18,59,1,47,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-19,60,1,48,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-20,59,-1,47,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-21,59,0,43,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-22,59,0,35,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-23,63,4,15,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-24,66,3,15,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-25,66,0,14,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-26,68,2,12,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-27,68,0,11,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-28,90,22,33,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-29,93,3,36,real
BALNEARIO CAMBORIU-SC,4202008,2020-04-30,93,0,36,real
BALNEARIO CAMBORIU-SC,4202008,2020-05-01,95,2,37,real
BALNEARIO CAMBORIU-SC,4202008,2020-05-02,96,1,37,real
BALNEARIO CAMBORIU-SC,4202008,2020-05-03,101,5,41,real
BALNEARIO CAMBORIU-SC,4202008,2020-05-04,101,0,42,real
BALNEARIO CAMBORIU-SC,4202008,2020-05-05,102,1,43,real
BALNEARIO CAMBORIU-SC,4202008,2020-05-06,103,1,44,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-07,104,1,41,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-08,104,0,38,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-09,104,0,38,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-10,104,0,36,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-11,104,0,36,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-12,104,0,14,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-13,104,0,11,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-14,104,0,11,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-15,104,0,9,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-16,104,0,8,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-17,104,0,3,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-18,104,0,3,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-19,104,0,2,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-20,104,0,1,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-21,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-22,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-23,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-24,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-25,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-26,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-27,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-28,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-29,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-30,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-05-31,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-01,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-02,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-03,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-04,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-05,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-06,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-07,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-08,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-09,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-10,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-11,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-12,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-13,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-14,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-15,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-16,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-17,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-18,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-19,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-20,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-21,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-22,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-23,104,0,0,prediction
BALNEARIO CAMBORIU-SC,4202008,2020-06-24,104,0,0,prediction
BARUERI-SP,3505708,2020-03-18,1,1,1,real
BARUERI-SP,3505708,2020-03-19,1,0,1,real
BARUERI-SP,3505708,2020-03-20,1,0,1,real
BARUERI-SP,3505708,2020-03-21,1,0,1,real
BARUERI-SP,3505708,2020-03-22,1,0,1,real
BARUERI-SP,3505708,2020-03-23,1,0,1,real
BARUERI-SP,3505708,2020-03-24,1,0,1,real
BARUERI-SP,3505708,2020-03-25,1,0,1,real
BARUERI-SP,3505708,2020-03-26,3,2,3,real
BARUERI-SP,3505708,2020-03-27,3,0,3,real
BARUERI-SP,3505708,2020-03-28,3,0,3,real
BARUERI-SP,3505708,2020-03-29,3,0,3,real
BARUERI-SP,3505708,2020-03-30,6,3,6,real
BARUERI-SP,3505708,2020-03-31,20,14,20,real
BARUERI-SP,3505708,2020-04-01,21,1,20,real
BARUERI-SP,3505708,2020-04-02,26,5,25,real
BARUERI-SP,3505708,2020-04-03,28,2,27,real
BARUERI-SP,3505708,2020-04-04,29,1,28,real
BARUERI-SP,3505708,2020-04-05,30,1,29,real
BARUERI-SP,3505708,2020-04-06,31,1,30,real
BARUERI-SP,3505708,2020-04-07,34,3,33,real
BARUERI-SP,3505708,2020-04-08,41,7,40,real
BARUERI-SP,3505708,2020-04-09,42,1,39,real
BARUERI-SP,3505708,2020-04-10,44,2,41,real
BARUERI-SP,3505708,2020-04-11,43,-1,40,real
BARUERI-SP,3505708,2020-04-12,48,5,45,real
BARUERI-SP,3505708,2020-04-13,49,1,43,real
BARUERI-SP,3505708,2020-04-14,51,2,31,real
BARUERI-SP,3505708,2020-04-15,64,13,43,real
BARUERI-SP,3505708,2020-04-16,97,33,71,real
BARUERI-SP,3505708,2020-04-17,101,4,73,real
BARUERI-SP,3505708,2020-04-18,116,15,87,real
BARUERI-SP,3505708,2020-04-19,120,4,90,real
BARUERI-SP,3505708,2020-04-20,126,6,95,real
BARUERI-SP,3505708,2020-04-21,144,18,110,real
BARUERI-SP,3505708,2020-04-22,148,4,107,real
BARUERI-SP,3505708,2020-04-23,162,14,120,real
BARUERI-SP,3505708,2020-04-24,170,8,126,real
BARUERI-SP,3505708,2020-04-25,219,49,176,real
