state,date,qty_cases,qty_new_cases,cumm_qty_new_cases_14d,category
PA,2020-10-29,235141,469,6479,prediction
PA,2020-10-30,235611,470,6492,prediction
PA,2020-10-31,236082,471,6505,prediction
PA,2020-11-01,236554,472,6518,prediction
PB,2020-03-18,1,1,1,real
PB,2020-03-19,1,0,1,real
PB,2020-03-20,1,0,1,real
PB,2020-03-21,1,0,1,real
PB,2020-03-22,1,0,1,real
PB,2020-03-23,2,1,2,real
PB,2020-03-24,3,1,3,real
PB,2020-03-25,5,2,5,real
PB,2020-03-26,6,1,6,real
PB,2020-03-27,10,4,10,real
PB,2020-03-28,14,4,14,real
PB,2020-03-29,14,0,14,real
PB,2020-03-30,17,3,17,real
PB,2020-03-31,17,0,17,real
PB,2020-04-01,21,4,20,real
PB,2020-04-02,29,8,28,real
PB,2020-04-03,32,3,31,real
PB,2020-04-04,34,2,33,real
PB,2020-04-05,35,1,34,real
PB,2020-04-06,36,1,34,real
PB,2020-04-07,41,5,38,real
PB,2020-04-08,55,14,50,real
PB,2020-04-09,79,24,73,real
PB,2020-04-10,85,6,75,real
PB,2020-04-11,101,16,87,real
PB,2020-04-12,111,10,97,real
PB,2020-04-13,136,25,119,real
PB,2020-04-14,152,16,135,real
PB,2020-04-15,165,13,144,real
PB,2020-04-16,195,30,166,real
PB,2020-04-17,205,10,173,real
PB,2020-04-18,236,31,202,real
PB,2020-04-19,245,9,210,real
PB,2020-04-20,263,18,227,real
PB,2020-04-21,301,38,260,real
PB,2020-04-22,345,44,290,real
PB,2020-04-23,386,41,307,real
PB,2020-04-24,447,61,362,real
PB,2020-04-25,499,52,398,real
PB,2020-04-26,543,44,432,real
PB,2020-04-27,633,90,497,real
PB,2020-04-28,698,65,546,real
PB,2020-04-29,814,116,649,real
PB,2020-04-30,926,112,731,real
PB,2020-05-01,1022,96,817,real
PB,2020-05-02,1169,147,933,real
PB,2020-05-03,1219,50,974,real
PB,2020-05-04,1361,142,1098,real
PB,2020-05-05,1493,132,1192,real
PB,2020-05-06,1657,164,1312,real
PB,2020-05-07,1849,192,1463,real
PB,2020-05-08,2030,181,1583,real
PB,2020-05-09,2156,126,1657,real
PB,2020-05-10,2341,185,1798,real
PB,2020-05-11,2525,184,1892,real
PB,2020-05-12,2777,252,2079,real
PB,2020-05-13,3045,268,2231,real
PB,2020-05-14,3361,316,2435,real
PB,2020-05-15,3739,378,2717,real
PB,2020-05-16,4063,324,2894,real
PB,2020-05-17,4347,284,3128,real
PB,2020-05-18,4786,439,3425,real
PB,2020-05-19,5300,514,3807,real
PB,2020-05-20,5838,538,4181,real
PB,2020-05-21,5841,3,3992,real
PB,2020-05-22,6882,1041,4852,real
PB,2020-05-23,6883,1,4727,real
PB,2020-05-24,7823,940,5482,real
PB,2020-05-25,8016,193,5491,real
PB,2020-05-26,8919,903,6142,real
PB,2020-05-27,10209,1290,7164,real
PB,2020-05-28,10219,10,6858,real
PB,2020-05-29,12011,1792,8272,real
PB,2020-05-30,12862,851,8799,real
PB,2020-05-31,13162,300,8815,real
PB,2020-06-01,13695,533,8909,real
PB,2020-06-02,14859,1164,9559,real
PB,2020-06-03,16018,1159,10180,real
PB,2020-06-04,17579,1561,11738,real
PB,2020-06-05,18579,1000,11697,real
PB,2020-06-06,19787,1208,12904,real
PB,2020-06-07,19787,0,11964,real
PB,2020-06-08,20951,1164,12935,real
PB,2020-06-09,22452,1501,13533,real
PB,2020-06-10,24032,1580,13823,real
PB,2020-06-11,25370,1338,15151,real
PB,2020-06-12,26556,1186,14545,real
PB,2020-06-13,27454,898,14592,real
PB,2020-06-14,27454,0,14292,real
PB,2020-06-15,28668,1214,14973,real
PB,2020-06-16,30128,1460,15269,real
PB,2020-06-17,31712,1584,15694,real
PB,2020-06-18,33382,1670,15803,real
PB,2020-06-19,35093,1711,16514,real
PB,2020-06-20,36521,1428,16734,real
PB,2020-06-21,36784,263,16997,real
PB,2020-06-22,37253,469,16302,real
PB,2020-06-23,38999,1746,16547,real
PB,2020-06-24,39912,913,15880,real
PB,2020-06-25,40824,912,15454,real
PB,2020-06-26,42832,2008,16276,real
PB,2020-06-27,44242,1410,16788,real
PB,2020-06-28,44679,437,17225,real
PB,2020-06-29,45057,378,16389,real
PB,2020-06-30,44679,-378,14551,real
PB,2020-07-01,45057,378,13345,real
PB,2020-07-02,44679,-378,11297,real
PB,2020-07-03,50765,6086,15672,real
PB,2020-07-04,52306,1541,15785,real
PB,2020-07-05,52728,422,15944,real
PB,2020-07-06,52751,23,15498,real
PB,2020-07-07,54802,2051,15803,real
PB,2020-07-08,56344,1542,16432,real
PB,2020-07-09,57614,1270,16790,real
PB,2020-07-10,59118,1504,16286,real
PB,2020-07-11,60421,1303,16179,real
PB,2020-07-12,60439,18,15760,real
PB,2020-07-13,61108,669,16051,real
PB,2020-07-14,62462,1354,17783,real
PB,2020-07-15,63939,1477,18882,real
PB,2020-07-16,65423,1484,20744,real
PB,2020-07-17,66347,924,15582,real
PB,2020-07-18,66971,624,14665,real
PB,2020-07-19,67382,411,14654,real
PB,2020-07-20,67680,298,14929,real
PB,2020-07-21,68844,1164,14042,real
PB,2020-07-22,70972,2128,14628,real
PB,2020-07-23,73104,2132,15490,real
PB,2020-07-24,73175,71,14057,real
PB,2020-07-25,75723,2548,15302,real
PB,2020-07-26,76153,430,15714,real
PB,2020-07-27,76693,540,15585,real
PB,2020-07-28,78175,1482,15713,real
PB,2020-07-29,79898,1723,15959,real
PB,2020-07-30,81108,1210,15685,real
PB,2020-07-31,82794,1686,16447,real
PB,2020-08-01,82823,29,15852,real
PB,2020-08-02,84008,1185,16626,real
PB,2020-08-03,84037,29,16357,real
PB,2020-08-04,85760,1723,16916,real
PB,2020-08-05,87071,1311,16099,real
PB,2020-08-06,87867,796,14763,real
PB,2020-08-07,89117,1250,15942,real
PB,2020-08-08,89147,30,13424,real
PB,2020-08-09,89147,0,12994,real
PB,2020-08-10,90366,1219,13673,real
PB,2020-08-11,91819,1453,13644,real
PB,2020-08-12,92897,1078,12999,real
PB,2020-08-13,93794,897,12686,real
PB,2020-08-14,94660,866,11866,real
PB,2020-08-15,95588,928,12765,real
PB,2020-08-16,96033,445,12025,real
PB,2020-08-17,96223,190,12186,real
PB,2020-08-18,97497,1274,11737,real
PB,2020-08-19,98494,997,11423,real
PB,2020-08-20,99445,951,11578,real
PB,2020-08-21,100290,845,11173,real
PB,2020-08-22,100970,680,11823,real
PB,2020-08-23,101132,162,11985,real
PB,2020-08-24,101303,171,10937,real
PB,2020-08-25,102208,905,10389,real
PB,2020-08-26,103213,1005,10316,real
PB,2020-08-27,104096,883,10302,real
PB,2020-08-28,104803,707,10143,real
PB,2020-08-29,105531,728,9943,real
PB,2020-08-30,105661,130,9628,real
PB,2020-08-31,105778,117,9555,real
PB,2020-09-01,106605,827,9108,real
PB,2020-09-02,107384,779,8890,real
PB,2020-09-03,108182,798,8737,real
PB,2020-09-04,108925,743,8635,real
PB,2020-09-05,109530,605,8560,real
PB,2020-09-06,109673,143,8541,real
PB,2020-09-07,109706,33,8403,real
PB,2020-09-08,109860,154,7652,real
PB,2020-09-09,110727,867,7514,real
PB,2020-09-10,111495,768,7399,real
PB,2020-09-11,112018,523,7215,real
PB,2020-09-12,112242,224,6711,prediction
PB,2020-09-13,112466,224,6805,prediction
PB,2020-09-14,112690,224,6912,prediction
PB,2020-09-15,112915,225,6310,prediction
PB,2020-09-16,113140,225,5756,prediction
PB,2020-09-17,113366,226,5184,prediction
PB,2020-09-18,113592,226,4667,prediction
PB,2020-09-19,113819,227,4289,prediction
PB,2020-09-20,114046,227,4373,prediction
PB,2020-09-21,114274,228,4568,prediction
PB,2020-09-22,114502,228,4642,prediction
PB,2020-09-23,114731,229,4004,prediction
PB,2020-09-24,114960,229,3465,prediction
PB,2020-09-25,115189,229,3171,prediction
PB,2020-09-26,115419,230,3177,prediction
PB,2020-09-27,115649,230,3183,prediction
PB,2020-09-28,115880,231,3190,prediction
PB,2020-09-29,116111,231,3196,prediction
PB,2020-09-30,116343,232,3203,prediction
PB,2020-10-01,116575,232,3209,prediction
PB,2020-10-02,116808,233,3216,prediction
PB,2020-10-03,117041,233,3222,prediction
PB,2020-10-04,117275,234,3229,prediction
PB,2020-10-05,117509,234,3235,prediction
PB,2020-10-06,117744,235,3242,prediction
PB,2020-10-07,117979,235,3248,prediction
PB,2020-10-08,118214,235,3254,prediction
PB,2020-10-09,118450,236,3261,prediction
PB,2020-10-10,118686,236,3267,prediction
PB,2020-10-11,118923,237,3274,prediction
PB,2020-10-12,119160,237,3280,prediction
PB,2020-10-13,119398,238,3287,prediction
PB,2020-10-14,119636,238,3293,prediction
PB,2020-10-15,119875,239,3300,prediction
PB,2020-10-16,120114,239,3306,prediction
PB,2020-10-17,120354,240,3313,prediction
PB,2020-10-18,120594,240,3319,prediction
PB,2020-10-19,120835,241,3326,prediction
PB,2020-10-20,121076,241,3332,prediction
PB,2020-10-21,121318,242,3339,prediction
PB,2020-10-22,121560,242,3346,prediction
PB,2020-10-23,121803,243,3353,prediction
PB,2020-10-24,122046,243,3360,prediction
PB,2020-10-25,122290,244,3367,prediction
PB,2020-10-26,122534,244,3374,prediction
PB,2020-10-27,122779,245,3381,prediction
PB,2020-10-28,123024,245,3388,prediction
PB,2020-10-29,123270,246,3395,prediction
PB,2020-10-30,123516,246,3402,prediction
PB,2020-10-31,123763,247,3409,prediction
PB,2020-11-01,124010,247,3416,prediction
PE,2020-03-12,2,2,2,real
PE,2020-03-13,2,0,2,real
PE,2020-03-14,7,5,7,real
PE,2020-03-15,8,1,8,real
PE,2020-03-16,18,10,18,real
PE,2020-03-17,19,1,19,real
PE,2020-03-18,22,3,22,real
PE,2020-03-19,28,6,28,real
PE,2020-03-20,31,3,31,real
PE,2020-03-21,33,2,33,real
PE,2020-03-22,37,4,37,real
PE,2020-03-23,42,5,42,real
PE,2020-03-24,42,0,42,real
PE,2020-03-25,46,4,46,real
PE,2020-03-26,48,2,46,real
PE,2020-03-27,53,5,51,real
PE,2020-03-28,68,15,61,real
PE,2020-03-29,73,5,65,real
PE,2020-03-30,83,10,65,real
PE,2020-03-31,93,10,74,real
PE,2020-04-01,96,3,74,real
PE,2020-04-02,107,11,79,real
PE,2020-04-03,136,29,105,real
PE,2020-04-04,176,40,143,real
PE,2020-04-05,201,25,164,real
PE,2020-04-06,223,22,181,real
PE,2020-04-07,351,128,309,real
PE,2020-04-08,401,50,355,real
PE,2020-04-09,555,154,507,real
PE,2020-04-10,684,129,631,real
PE,2020-04-11,816,132,748,real
PE,2020-04-12,960,144,887,real
PE,2020-04-13,1154,194,1071,real
PE,2020-04-14,1284,130,1191,real
PE,2020-04-15,1484,200,1388,real
PE,2020-04-16,1683,199,1576,real
PE,2020-04-17,2006,323,1870,real
PE,2020-04-18,2193,187,2017,real
PE,2020-04-19,2459,266,2258,real
PE,2020-04-20,2690,231,2467,real
PE,2020-04-21,2908,218,2557,real
PE,2020-04-22,3296,388,2895,real
PE,2020-04-23,3604,308,3049,real
PE,2020-04-24,4006,402,3322,real
PE,2020-04-25,4508,502,3692,real
PE,2020-04-26,4517,9,3557,real
PE,2020-04-27,5358,841,4204,real
PE,2020-04-28,5724,366,4440,real
PE,2020-04-29,6194,470,4710,real
PE,2020-04-30,6876,682,5193,real
PE,2020-05-01,7334,458,5328,real
PE,2020-05-02,8145,811,5952,real
PE,2020-05-03,8643,498,6184,real
PE,2020-05-04,8863,220,6173,real
PE,2020-05-05,9325,462,6417,real
PE,2020-05-06,9325,0,6029,real
PE,2020-05-07,10824,1499,7220,real
PE,2020-05-08,11587,763,7581,real
PE,2020-05-09,12470,883,7962,real
PE,2020-05-10,13275,805,8758,real
PE,2020-05-11,13768,493,8410,real
PE,2020-05-12,12477,-1291,6753,real
PE,2020-05-13,14901,2424,8707,real
PE,2020-05-14,15588,687,8712,real
PE,2020-05-15,16209,621,8875,real
PE,2020-05-16,18488,2279,10343,real
PE,2020-05-17,19452,964,10809,real
PE,2020-05-18,19452,0,10589,real
PE,2020-05-19,21242,1790,11917,real
PE,2020-05-20,21242,0,11917,real
PE,2020-05-21,22137,895,11313,real
PE,2020-05-22,25760,3623,14173,real
PE,2020-05-23,25760,0,13290,real
PE,2020-05-24,27759,1999,14484,real
PE,2020-05-25,28366,607,14598,real
PE,2020-05-26,28854,488,16377,real
PE,2020-05-27,29919,1065,15018,real
PE,2020-05-28,29919,0,14331,real
PE,2020-05-29,32255,2336,16046,real
PE,2020-05-30,32255,0,13767,real
PE,2020-05-31,34450,2195,14998,real
PE,2020-06-01,34900,450,15448,real
PE,2020-06-02,35508,608,14266,real
PE,2020-06-03,36463,955,15221,real
PE,2020-06-04,37507,1044,15370,real
PE,2020-06-05,38511,1004,12751,real
PE,2020-06-06,38511,0,12751,real
PE,2020-06-07,39361,850,11602,real
PE,2020-06-08,40705,1344,12339,real
PE,2020-06-09,41010,305,12156,real
PE,2020-06-10,41935,925,12016,real
PE,2020-06-11,42994,1059,13075,real
PE,2020-06-12,43872,878,11617,real
PE,2020-06-13,44671,799,12416,real
PE,2020-06-14,45261,590,10811,real
PE,2020-06-15,45507,246,10607,real
PE,2020-06-16,46427,920,10919,real
PE,2020-06-17,47446,1019,10983,real
PE,2020-06-18,48626,1180,11119,real
PE,2020-06-19,49720,1094,11209,real
PE,2020-06-20,51118,1398,12607,real
PE,2020-06-21,52113,995,12752,real
PE,2020-06-22,52494,381,11789,real
PE,2020-06-23,52831,337,11821,real
PE,2020-06-24,54022,1191,12087,real
PE,2020-06-25,55136,1114,12142,real
PE,2020-06-26,55804,668,11932,real
PE,2020-06-27,57089,1285,12418,real
PE,2020-06-28,58107,1018,12846,real
PE,2020-06-29,58476,369,12969,real
PE,2020-06-30,58858,382,12431,real
PE,2020-07-01,59705,847,12259,real
PE,2020-07-02,61119,1414,12493,real
PE,2020-07-03,62362,1243,12642,real
PE,2020-07-04,63457,1095,12339,real
PE,2020-07-05,65129,1672,13016,real
PE,2020-07-06,65642,513,13148,real
PE,2020-07-07,66151,509,13320,real
PE,2020-07-08,67604,1453,13582,real
PE,2020-07-09,68767,1163,13631,real
PE,2020-07-10,70100,1333,14296,real
PE,2020-07-11,71370,1270,14281,real
PE,2020-07-12,72470,1100,14363,real
PE,2020-07-13,72901,431,14425,real
PE,2020-07-14,73576,675,14718,real
PE,2020-07-15,74960,1384,15255,real
PE,2020-07-16,76091,1131,14972,real
PE,2020-07-17,77423,1332,15061,real
PE,2020-07-18,78509,1086,15052,real
PE,2020-07-19,79452,943,14323,real
PE,2020-07-20,80115,663,14473,real
PE,2020-07-21,80441,326,14290,real
PE,2020-07-22,81382,941,13778,real
PE,2020-07-23,83240,1858,14473,real
PE,2020-07-24,85042,1802,14942,real
PE,2020-07-25,86752,1710,15382,real
PE,2020-07-26,88466,1714,15996,real
PE,2020-07-27,89132,666,16231,real
PE,2020-07-28,89678,546,16102,real
PE,2020-07-29,91536,1858,16576,real
PE,2020-07-30,93373,1837,17282,real
PE,2020-07-31,95005,1632,17582,real
PE,2020-08-01,96746,1741,18237,real
PE,2020-08-02,97970,1224,18518,real
PE,2020-08-03,98401,431,18286,real
PE,2020-08-04,98833,432,18392,real
PE,2020-08-05,100321,1488,18939,real
PE,2020-08-06,101395,1074,18155,real
PE,2020-08-07,102872,1477,17830,real
PE,2020-08-08,104113,1241,17361,real
PE,2020-08-09,104803,690,16337,real
PE,2020-08-10,105381,578,16249,real
PE,2020-08-11,105982,601,16304,real
PE,2020-08-12,107375,1393,15839,real
PE,2020-08-13,108842,1467,15469,real
PE,2020-08-14,110409,1567,15404,real
PE,2020-08-15,111773,1364,15027,real
PE,2020-08-16,112958,1185,14988,real
PE,2020-08-17,113183,225,14782,real
PE,2020-08-18,113788,605,14955,real
PE,2020-08-19,115217,1429,14896,real
PE,2020-08-20,116359,1142,14964,real
PE,2020-08-21,117431,1072,14559,real
PE,2020-08-22,118027,596,13914,real
PE,2020-08-23,119140,1113,14337,real
PE,2020-08-24,119357,217,13976,real
PE,2020-08-25,119958,601,13976,real
PE,2020-08-26,121078,1120,13703,real
PE,2020-08-27,122147,1069,13305,real
PE,2020-08-28,123146,999,12737,real
PE,2020-08-29,124151,1005,12378,real
PE,2020-08-30,125094,943,12136,real
PE,2020-08-31,125539,445,12356,real
PE,2020-09-01,127287,1748,13499,real
PE,2020-09-02,128724,1437,13507,real
PE,2020-09-03,130199,1475,13840,real
PE,2020-09-04,131230,1031,13799,real
PE,2020-09-05,131961,731,13934,real
PE,2020-09-06,131961,0,12821,real
PE,2020-09-07,132420,459,13063,real
PE,2020-09-08,132590,170,12632,real
PE,2020-09-09,133579,989,12501,real
PE,2020-09-10,134619,1040,12472,real
PE,2020-09-11,135643,1024,12497,real
PE,2020-09-12,135915,272,11764,prediction
PE,2020-09-13,136212,297,11118,prediction
PE,2020-09-14,136484,272,10945,prediction
PE,2020-09-15,136756,272,9469,prediction
PE,2020-09-16,137029,273,8305,prediction
PE,2020-09-17,137303,274,7104,prediction
PE,2020-09-18,137577,274,6347,prediction
PE,2020-09-19,137852,275,5891,prediction
PE,2020-09-20,138127,275,6166,prediction
PE,2020-09-21,138403,276,5983,prediction
PE,2020-09-22,138679,276,6089,prediction
PE,2020-09-23,138956,277,5377,prediction
PE,2020-09-24,139233,277,4614,prediction
PE,2020-09-25,139511,278,3868,prediction
PE,2020-09-26,139790,279,3875,prediction
PE,2020-09-27,140069,279,3857,prediction
PE,2020-09-28,140349,280,3865,prediction
PE,2020-09-29,140629,280,3873,prediction
PE,2020-09-30,140910,281,3881,prediction
PE,2020-10-01,141191,281,3888,prediction
PE,2020-10-02,141473,282,3896,prediction
PE,2020-10-03,141755,282,3903,prediction
PE,2020-10-04,142038,283,3911,prediction
PE,2020-10-05,142322,284,3919,prediction
PE,2020-10-06,142606,284,3927,prediction
PE,2020-10-07,142891,285,3935,prediction
PE,2020-10-08,143176,285,3943,prediction
PE,2020-10-09,143462,286,3951,prediction
PE,2020-10-10,143748,286,3958,prediction
PE,2020-10-11,144035,287,3966,prediction
PE,2020-10-12,144323,288,3974,prediction
PE,2020-10-13,144611,288,3982,prediction
PE,2020-10-14,144900,289,3990,prediction
PE,2020-10-15,145189,289,3998,prediction
PE,2020-10-16,145479,290,4006,prediction
PE,2020-10-17,145769,290,4014,prediction
PE,2020-10-18,146060,291,4022,prediction
PE,2020-10-19,146352,292,4030,prediction
PE,2020-10-20,146644,292,4038,prediction
PE,2020-10-21,146937,293,4046,prediction
PE,2020-10-22,147230,293,4054,prediction
PE,2020-10-23,147524,294,4062,prediction
PE,2020-10-24,147819,295,4071,prediction
PE,2020-10-25,148114,295,4079,prediction
PE,2020-10-26,148410,296,4087,prediction
PE,2020-10-27,148706,296,4095,prediction
PE,2020-10-28,149003,297,4103,prediction
PE,2020-10-29,149301,298,4112,prediction
PE,2020-10-30,149599,298,4120,prediction
PE,2020-10-31,149898,299,4129,prediction
PE,2020-11-01,150197,299,4137,prediction
PI,2020-03-19,3,3,3,real
PI,2020-03-20,4,1,4,real
PI,2020-03-21,4,0,4,real
PI,2020-03-22,6,2,6,real
PI,2020-03-23,6,0,6,real
PI,2020-03-24,8,2,8,real
PI,2020-03-25,8,0,8,real
PI,2020-03-26,9,1,9,real
PI,2020-03-27,9,0,9,real
PI,2020-03-28,11,2,11,real
PI,2020-03-29,16,5,16,real
PI,2020-03-30,18,2,18,real
PI,2020-03-31,18,0,18,real
PI,2020-04-01,19,1,19,real
PI,2020-04-02,19,0,16,real
PI,2020-04-03,22,3,18,real
PI,2020-04-04,24,2,20,real
PI,2020-04-05,24,0,18,real
PI,2020-04-06,26,2,20,real
PI,2020-04-07,31,5,23,real
PI,2020-04-08,38,7,30,real
PI,2020-04-09,40,2,31,real
PI,2020-04-10,41,1,32,real
PI,2020-04-11,44,3,33,real
PI,2020-04-12,51,7,35,real
PI,2020-04-13,58,7,40,real
PI,2020-04-14,75,17,57,real
PI,2020-04-15,91,16,72,real
PI,2020-04-16,102,11,83,real
PI,2020-04-17,123,21,101,real
PI,2020-04-18,144,21,120,real
PI,2020-04-19,158,14,134,real
PI,2020-04-20,186,28,160,real
PI,2020-04-21,206,20,175,real
PI,2020-04-22,217,11,179,real
PI,2020-04-23,256,39,216,real
PI,2020-04-24,297,41,256,real
PI,2020-04-25,331,34,287,real
PI,2020-04-26,364,33,313,real
PI,2020-04-27,408,44,350,real
PI,2020-04-28,454,46,379,real
PI,2020-04-29,513,59,422,real
PI,2020-04-30,602,89,500,real
PI,2020-05-01,665,63,542,real
PI,2020-05-02,735,70,591,real
PI,2020-05-03,788,53,630,real
PI,2020-05-04,875,87,689,real
PI,2020-05-05,949,74,743,real
PI,2020-05-06,1051,102,834,real
PI,2020-05-07,1131,80,875,real
PI,2020-05-08,1233,102,936,real
PI,2020-05-09,1278,45,947,real
PI,2020-05-10,1332,54,968,real
PI,2020-05-11,1443,111,1035,real
PI,2020-05-12,1612,169,1158,real
PI,2020-05-13,1784,172,1271,real
PI,2020-05-14,1905,121,1303,real
PI,2020-05-15,2085,180,1420,real
PI,2020-05-16,2252,167,1517,real
PI,2020-05-17,2287,35,1499,real
PI,2020-05-18,2440,153,1565,real
PI,2020-05-19,2637,197,1688,real
PI,2020-05-20,2852,215,1801,real
PI,2020-05-21,2868,16,1737,real
PI,2020-05-22,3258,390,2025,real
PI,2020-05-23,3270,12,1992,real
PI,2020-05-24,3550,280,2218,real
PI,2020-05-25,3720,170,2277,real
PI,2020-05-26,3966,246,2354,real
PI,2020-05-27,4243,277,2459,real
PI,2020-05-28,4503,260,2598,real
PI,2020-05-29,4745,242,2660,real
PI,2020-05-30,4931,186,2679,real
PI,2020-05-31,5119,188,2832,real
PI,2020-06-01,5506,387,3066,real
PI,2020-06-02,5828,322,3191,real
PI,2020-06-03,6064,236,3212,real
PI,2020-06-04,6717,653,3849,real
PI,2020-06-05,7105,388,3847,real
PI,2020-06-06,7478,373,4208,real
PI,2020-06-07,7478,0,3928,real
PI,2020-06-08,7927,449,4207,real
PI,2020-06-09,8359,432,4393,real
PI,2020-06-10,8823,464,4580,real
PI,2020-06-11,9337,514,4834,real
PI,2020-06-12,9825,488,5080,real
PI,2020-06-13,10153,328,5222,real
PI,2020-06-14,10357,204,5238,real
PI,2020-06-15,10881,524,5375,real
PI,2020-06-16,11559,678,5731,real
PI,2020-06-17,12099,540,6035,real
PI,2020-06-18,12567,468,5850,real
PI,2020-06-19,13813,1246,6708,real
PI,2020-06-20,14264,451,6786,real
PI,2020-06-21,14476,212,6998,real
PI,2020-06-22,15269,793,7342,real
PI,2020-06-23,16227,958,7868,real
PI,2020-06-24,17080,853,8257,real
PI,2020-06-25,18023,943,8686,real
PI,2020-06-26,18665,642,8840,real
PI,2020-06-27,19158,493,9005,real
PI,2020-06-28,19753,595,9396,real
PI,2020-06-29,20422,669,9541,real
PI,2020-06-30,22059,1637,10500,real
PI,2020-07-01,23307,1248,11208,real
PI,2020-07-02,24376,1069,11809,real
PI,2020-07-03,25561,1185,11748,real
PI,2020-07-04,26079,518,11815,real
PI,2020-07-05,26511,432,12035,real
PI,2020-07-06,27514,1003,12245,real
PI,2020-07-07,28411,897,12184,real
PI,2020-07-08,29745,1334,12665,real
PI,2020-07-09,31269,1524,13246,real
PI,2020-07-10,32465,1196,13800,real
PI,2020-07-11,32963,498,13805,real
PI,2020-07-12,33359,396,13606,real
PI,2020-07-13,34156,797,13734,real
PI,2020-07-14,35445,1289,13386,real
PI,2020-07-15,36542,1097,13235,real
PI,2020-07-16,37057,515,12681,real
PI,2020-07-17,38568,1511,13007,real
PI,2020-07-18,39296,728,13217,real
PI,2020-07-19,39606,310,13095,real
PI,2020-07-20,40276,670,12762,real
PI,2020-07-21,41815,1539,13404,real
PI,2020-07-22,43179,1364,13434,real
PI,2020-07-23,44349,1170,13080,real
PI,2020-07-24,45389,1040,12924,real
PI,2020-07-25,46044,655,13081,real
PI,2020-07-26,46584,540,13225,real
PI,2020-07-27,47551,967,13395,real
PI,2020-07-28,48962,1411,13517,real
PI,2020-07-29,50198,1236,13656,real
PI,2020-07-30,51477,1279,14420,real
PI,2020-07-31,52458,981,13890,real
PI,2020-08-01,52993,535,13697,real
PI,2020-08-02,53224,231,13618,real
PI,2020-08-03,54443,1219,14167,real
PI,2020-08-04,55718,1275,13903,real
PI,2020-08-05,57100,1382,13921,real
PI,2020-08-06,58390,1290,14041,real
PI,2020-08-07,59571,1181,14182,real
PI,2020-08-08,59982,411,13938,real
PI,2020-08-09,60178,196,13594,real
PI,2020-08-10,61144,966,13593,real
PI,2020-08-11,62465,1321,13503,real
PI,2020-08-12,63662,1197,13464,real
PI,2020-08-13,64595,933,13118,real
PI,2020-08-14,65638,1043,13180,real
PI,2020-08-15,66078,440,13085,real
PI,2020-08-16,66315,237,13091,real
PI,2020-08-17,67226,911,12783,real
PI,2020-08-18,68475,1249,12757,real
PI,2020-08-19,69839,1364,12739,real
PI,2020-08-20,70536,697,12146,real
PI,2020-08-21,71510,974,11939,real
PI,2020-08-22,71899,389,11917,real
PI,2020-08-23,72165,266,11987,real
PI,2020-08-24,72956,791,11812,real
PI,2020-08-25,74096,1140,11631,real
PI,2020-08-26,75160,1064,11498,real
PI,2020-08-27,76033,873,11438,real
PI,2020-08-28,76916,883,11278,real
PI,2020-08-29,77265,349,11187,real
PI,2020-08-30,77405,140,11090,real
PI,2020-08-31,77859,454,10633,real
PI,2020-09-01,78922,1063,10447,real
PI,2020-09-02,79719,797,9880,real
PI,2020-09-03,80750,1031,10214,real
PI,2020-09-04,81626,876,10116,real
PI,2020-09-05,82006,380,10107,real
PI,2020-09-06,82282,276,10117,real
PI,2020-09-07,82564,282,9608,real
PI,2020-09-08,83502,938,9406,real
PI,2020-09-09,84508,1006,9348,real
PI,2020-09-10,85225,717,9192,real
PI,2020-09-11,86085,860,9169,real
PI,2020-09-12,86396,311,9131,real
PI,2020-09-13,86786,390,9381,prediction
PI,2020-09-14,87015,229,9156,prediction
PI,2020-09-15,87189,174,8267,prediction
PI,2020-09-16,87363,174,7644,prediction
PI,2020-09-17,87537,174,6787,prediction
PI,2020-09-18,87712,175,6086,prediction
PI,2020-09-19,87887,175,5881,prediction
PI,2020-09-20,88062,175,5780,prediction
PI,2020-09-21,88238,176,5674,prediction
PI,2020-09-22,88414,176,4912,prediction
PI,2020-09-23,88590,176,4082,prediction
PI,2020-09-24,88767,177,3542,prediction
PI,2020-09-25,88944,177,2859,prediction
PI,2020-09-26,89121,177,2725,prediction
PI,2020-09-27,89299,178,2513,prediction
PI,2020-09-28,89477,178,2462,prediction
PI,2020-09-29,89655,178,2466,prediction
PI,2020-09-30,89834,179,2471,prediction
PI,2020-10-01,90013,179,2476,prediction
PI,2020-10-02,90193,180,2481,prediction
PI,2020-10-03,90373,180,2486,prediction
PI,2020-10-04,90553,180,2491,prediction
PI,2020-10-05,90734,181,2496,prediction
PI,2020-10-06,90915,181,2501,prediction
PI,2020-10-07,91096,181,2506,prediction
PI,2020-10-08,91278,182,2511,prediction
PI,2020-10-09,91460,182,2516,prediction
PI,2020-10-10,91642,182,2521,prediction
PI,2020-10-11,91825,183,2526,prediction
PI,2020-10-12,92008,183,2531,prediction
PI,2020-10-13,92192,184,2537,prediction
PI,2020-10-14,92376,184,2542,prediction
PI,2020-10-15,92560,184,2547,prediction
PI,2020-10-16,92745,185,2552,prediction
PI,2020-10-17,92930,185,2557,prediction
PI,2020-10-18,93115,185,2562,prediction
PI,2020-10-19,93301,186,2567,prediction
PI,2020-10-20,93487,186,2572,prediction
PI,2020-10-21,93673,186,2577,prediction
PI,2020-10-22,93860,187,2582,prediction
PI,2020-10-23,94047,187,2587,prediction
PI,2020-10-24,94235,188,2593,prediction
